record_id;redcap_survey_identifier;cuestionario_final_pilotaje_plataforma_timestamp;satisfaccion;dispositivo;porque_elegido;utilizado_antes;ejemplo;plan;porque;beneficio;aspecto_concreto;recomendar;familiar;mi_progreso;valorar_figura;figura_progresion;figura_sugerencias;fichas_1;fichas_1_progresion;fichas_1_sugerencias;valoracion_fichas_2;progresion_fichas_2;fichas_2_sugerencias;valoracion_dibujo;progresion_dibujo;sugerencias_dibujo;valoracion_parejas;progresion_parejas;parejas_sugerencias;valoracion_simon;progresion_simon;sugerencias_simon;valoracion_cartas;progresion_cartas;sugerencias_cartas;valoracion_escenas;progresion_escenas;escenas_misma;escenas_sugerencias;valoracion_sopa;progresion_sopa;sugerencias_sopa;valoracion_anagramas;progresion_anagramas;sugerencias_anagramas;valoracion_logogramas;progresion_logogramas;sugerencias_logogramas;valoracion_refran;progresion_refran;refran_sugerencias;valoracion_secuencia_cartas;progresion_secuencia_cartas;secuencia_cartas_sugerencias;valoracion_secuencia;progresion_secuencia;secuencia_sugerencias;valoracion_calculo;progresion_calculo;secuencia_calculo;sugerencias_global;segunda_fase;cuestionario_final_pilotaje_plataforma_complete
74;CPDC7950;"2022-07-28 18:53:37";3;1;"He utilizado la plataforma desde los tres dispositivos. El móvil y la tableta me resultaban más rápidos para contestar determinados ejercicios, pero en la tableta algunos se quedaban colgados y en el móvil me resultaban algunos complicados ya que era demasiado pequeño. ";1;;2;"En mi caso y por falta de tiempo realizar tantas repeticiones ya se me hacía casi imposible.";0;"En la búsqueda de palabras y en los de cálculo";0;1;2;4;3;;4;3;;3;4;;4;4;;2;4;"Me parecía más fácil realizarlo en el ordenador, en el teléfono muy complicado por el tamaño. En la tableta se quedaba colgado en algunas ocasiones. ";3;4;"En el último nivel me dio muchos problemas, o no se abría la aplicación o se quedaba colgada. ";4;4;"Todo bien";3;3;1;"Creo que en cada nivel deberían de aparecer escenas diferentes. Casi imposible de utilizar en móvil y se colgaba en tableta. ";4;4;;3;4;;4;4;"Este ejercicio me gusto bastante, aunque se hacía pesado buscar creo que 30 palabras en el último nivel. ";4;4;;4;4;;3;4;"Ejercicio interesante. ";3;4;;"Mejorar funcionalidad en tableta, yo tengo ipad y no siempre funciona bien. Es interesante la tableta o el móvil porque aporta rapidez. ";0;2
75;CPDC1978;"2022-07-29 10:25:56";3;2;"mas facil";1;;3;;0;aprender;0;1;4;4;3;;4;4;;4;4;;4;4;;3;3;;1;1;"muy rapido";2;2;;2;2;0;;4;4;;4;4;;3;3;"muy rapido no da tiempo";4;4;;3;3;;4;4;;4;4;;;0;2
76;CPDC9816;"2022-07-30 10:33:18";;2;"Porque me apaño mejor que en el movil";1;;2;;0;"Centrarme más en lo que estoy haciendo";0;1;3;4;3;"no se me ocurre nada";4;3;"no tengo";4;4;"no tengo";4;3;"no tengo";1;1;"Bueno, para mi este ejercicio que requiere recordar cada parte de una pareja, en los últimos ejercicios, me resulta muy dificil porque hay que recordar mucho";2;2;"En este ejercicio al principio los hacia bien, pero en los últimos no conseguí hacerlos porque se reiniciaba otra vez y no me daba tiempo para hacerlo";2;1;"El problema que yo tenía en esta ejercicio es, me costaba iniciar la secuencia porque no veia como";2;1;0;"En los últimos ejercicios al tener que recordar tanto personajes como cosas, me es imposible recordar tantos";3;;;2;3;;2;1;"Sobre todo en los últimos ejercicios, que tenía que encontrar 30 palabras me era imposible realizarlo, en los primeros ejercicios a pesar de no llegar a las 20 palabras lo hacia con mas soltura";4;4;;4;3;;3;3;;3;3;;"Bueno, para mí la sugerencia es que los últimos ejercicios han sido muy complicados. En la pregunta 60 como no puedo escribir, decir que si los ejercicios son más complicados, no voy asistir";0;2
77;CPDC4018;"2022-07-30 16:43:03";2;0;"por comodidad ,es el dispositivo que siempre llevo conmigo.";1;;2;;1;"no se.";0;1;2;4;4;;4;4;;2;4;;2;4;;4;4;;2;4;;1;4;;4;4;1;"lo mas importante es que se consiga acceder a ella porque muchas veces a sido imposible en la tablet y nunca accesible con el móvil.";0;4;;2;4;;2;4;;4;4;;1;4;;4;4;;4;4;;"Que según se complete el ejercicio,se pase a otro directamente.";0;2
78;CPDC8225;"2022-07-31 18:53:57";4;0;"Me venía bien en cualquier momento, siempre a mano.";1;;3;;0;"Más agilidad mental en determinados ejercicios.";0;0;0;3;4;;3;4;"Me ha parecido bastante sencillo en cualquiera de sus niveles.";4;4;;3;3;"No he notado en exceso la progresión.  Al utilizar el móvil, en ocasiones se producen errores por las distancias estrechas entre fichas que debo pulsar.";3;4;;3;4;;4;4;;3;4;0;"Me resultaba bastante complicado tener que precisar el punto de la escena dónde se encontraba un objeto determinado. Debería quizá ampliarse el espacio de acierto.";4;4;"En el móvil a veces resulta difícil distinguir las palabras, sobre todo en los niveles superiores, pues no hay mucho margen de ampliación de la pantalla.";4;4;;4;4;;4;4;;4;4;;4;4;;4;3;;;0;2
79;CPDC4969;"2022-08-01 22:45:14";2;0;"Más versátil. Puedo acceder a los ejercicios en cualquier sitio, cualquier momento";1;;1;"No lo he realizado asiduamente de forma ordenada";1;"Memorizar las imágenes y poder recomponerla";0;0;1;4;1;"Demasiado fáciles todos los niveles";4;1;"Todos los niveles son muy faciles";4;1;"Muy faciles";4;;"Muy faciles";4;2;"Adecuado. Dificultad media";0;;"No he sabido claramente lo q había q hacer. Difícil detectar los sonidos. Los he resuelto mal y no me han gustado";3;3;"Progresión adecuada. Me ha gustado resolverlos. Hay q pensar.. x";2;2;0;"El ejercicio más difícil en comparación con el resto. Con el de la secuencia de cartas, el más interesante para la atención ";4;3;"Entretenido. Fácil para mi";4;3;"Algunas palabras no las acepta la plataforma aunque constan en el diccionario";4;3;"No deberían aceptarse los plurales";4;3;"Muy faciles";2;2;"Difícil a veces detectar la secuencia en el tiempo q dan de observacion";4;3;"Muy facil";4;3;"Muy facil";"Ofrecería la posibilidad de dar una segunda oportunidad en los ejercicios de observación dando más tiempo";0;2
80;CPDC1740;"2022-08-02 00:36:23";4;1;"Porque al final era en el que hacia los ejercicios más rápido";0;"juegos de entrenamiento cerebral pero no un único juego sino una batería";4;"He comprendido las áreas que tengo que estimular ";0;"pienso más rápido , tengo mejor memoria  y calculo ,";0;0;4;4;4;"para mí es muy fácil y por eso me resulta reconfortante frente a los otros";4;4;;3;4;"nada , para mi es costoso pero es dificultad mía";4;4;;4;4;;2;3;"se oía mal el sonido";3;4;;3;4;1;"Al final se me hacia aburrido repetir las escenas";4;;;2;3;"era el ejercicio para mi de mayor dificultad";3;4;;4;4;;4;4;;3;4;;3;4;;"cambiar las escenas más , a veces tienen pequeños fallos informáticos";0;2
81;CPDC3447;"2022-08-02 00:50:39";2;2;"Me resulta más cómodo por el tamaño de pantalla y además no poseo tableta.";0;"Entrenador de cerebro, en el móvil.  Nintendo";4;"Era un deber agradable";0;"En operaciones matemáticas.";0;0;3;4;4;"Buscar al mismo tiempo más fichas diferentes.";4;4;"Me ha parecido muy distraído e interesante.";4;4;"Me ha gustado su dificultad, que aumentaría.";4;4;"Creo que no admite más dificultad.";1;3;"Creo que el ejercicio es muy entretenido. Para mi muy difícil";1;2;"Me ha resultado muy complicado, no era capaz de recordar la frecuencia musical, ni el orden de los colores.";2;3;"Pienso que la progresión era muy rápida.  No podía seguirla.";3;4;0;"Pienso que es exagerado el que haya que marcar exactamente el lugar del objeto que ha desaparecido.";4;4;"Algunos ejercicios marcaban error, y no era cierto. Por ejemplo en el tema de pintores.  Van Gogh.";1;1;"Un ejercicio que me gustaba pero, por ejemplo, cuando al principio eran 5 huecos, escribía en ellos una palabra correcta y marcaba 5 errores.";4;4;"Me parece muy interesante y de reto para crear nuevas palabras con la ya dada.";3;4;"Es un bonito ejercicio, pero algunos refranes, yo los recordaba con las palabras en otro orden. Por ello me daba error.";4;4;"Un ejercicio que me gustaba. ";4;4;"Un ejercicio muy agradable a la vista y que ayuda a mantener gran atención para encontrar la secuencia entre colores, letras y números. ";4;4;"Para mejorar este ejercicio podría incluirse la división.";"Dar seguridad en la valoración de los ejercicios.";0;2
82;CPDC2378;"2022-08-02 12:08:36";2;2;"me facilita la labor";1;;2;"realizas algun esfuerzo para recordar";0;;0;;2;0;4;"no he conseguido entrar en el ejercicio";;;"no he podido entrar a realizarle";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;"no he conseguido entrar a realizar ningun ejercicio, no se si es cosa mia o de su pagina";"en la forma de realizar los  ejercicios mas claridad en como hacerlo";0;2
83;CPDC6591;"2022-08-02 15:42:00";2;2;"Por recomendación de los organizadores y porque en tn y tablet funciona peor";0;"CogniFit ";3;"Es una manera de ejercicio mental";0;" Noto mis fallos por falta de atención.";0;0;3;3;2;"No hay gran diferencia entre niveles de dificultad";3;4;;3;4;;3;2;;3;2;"No hay suficiente diferencia entre niveles de dificultad";3;;;3;2;;3;3;1;"Cambiar escenas";4;4;"Fallos Swift la app al aceptar  palabras correctas";4;3;;4;3;;3;3;"Hay frases que son correctas pero que no se corresponden con refranes y no todo el mundo conoce los refranes";3;3;"Posibilidad de ir hacia atrás ( con penalización)";4;3;;3;2;;"Que funcione mejor en tablet y quizás una adaptación específica para teléfonos, por el reducido tamaño de los iconos ";0;2
84;CPDC9685;"2022-08-02 18:00:45";4;2;"es donde mejor se lee y se escribe";1;;3;"Algunas pruebas no he sabido hacerlas";0;"Sobre todo en el manejo del ordenador y en prestar más atención a lo que estoy leyendo  y hago más esfuerzo por recordar";0;1;1;4;4;"me ha resultado demasiado fácil.";3;3;"Debe ser más complicado";2;3;"Es difícil buscar  buscar  entre opciones tan parecidas";4;4;"Creo que es demasiado fácil. Es como un juego muy entretenido";2;3;"creo que se necesita más tiempo del que concefden para realizarlo";2;3;"La progresión es demasiado rápida.  Me ha resultado muy difícil";3;3;"Solo podía acertar en el nível 3 . El 6 era demasiado difícil y rápido";4;4;0;"Es el que más me ha hecho intentar recordar. Creo que es muy adecuado. Para mi el más necesario";4;4;"Es demasiado fácil.";2;2;"Aunque lo que más me gusta es el lenguaje me ha sido imposible hacerlo";4;3;"No está bien explicado. Creía que las palabras nuevas tenían que tener el mismo número de letras que el modelo. Por eso me ha sido imposible hacerlos cuando en un ejercicio que hago muy bien";4;4;"Para las personas de mi edad es muy fácil. Nos sabemos todos los refranes";4;4;"A partir del nível 3 necesitaba mucho tiempo y cometí muchos errores.";4;4;"Muy bueno. Obliga a fijarse bien y pensar";4;4;"Recordar el color a aplicar me parece demasiado difícil. Ya lo es seguir la secuencia";"Creo que lo han hecho muy bien. No se me ocurre  ninguna sugerencia";0;2
85;CPDC6950;"2022-08-02 21:13:38";3;2;"Porque era más cómodo";1;;2;"No he notado ninguna motivación especialmente";1;;0;1;4;4;4;"A veces falla el ejercicio, das respuesta y te dice que está mal cuando no es así";4;4;"Este ejercicio era muy ágil ";4;4;"Este ejercicio era muy ágil ";4;4;"Este ejercicio era muy ágil ";4;4;;2;2;"Este ejercicio no me ha gustado mucho";3;4;"Este ejercicio no me ha gustado mucho";4;4;1;"Este ejercicio es muy interesante";4;4;"Este ejercicio me he dado fallos algunas veces  y lo estaba haciendo bien";2;2;"Este ejercicio me ha resultado un poco difícil";4;4;"Este ejercicio me ha gustado bastante";4;4;;4;4;;4;4;;3;4;;;0;2
86;CPDC5978;"2022-08-03 04:11:14";4;2;"tamaño de la pantalla  campo visual";1;"Ninguna otra";4;"Es estimulante";0;"En ejercicios específicos atendiendo diferentes estímulos (Simón dice, x ejemplo)";0;0;4;4;4;"Me parece muy básico pero adecuado para alternar con otros ejercicios de mayor complejidad";4;2;"Muy básico, sólo percibí aumento en cantidad, no en complejidad de estímulos";4;4;"Complejo, requiere mucha concentración y eso está bien";;4;"Al aumentar complejidad los estímulos se hacen muy pequeños y dificulta en el manejo preciso del teclado y pantalla del ordenador induciendo a errores";4;4;"AL aumentar complejidad los estímulos disminuyen de tamaño y se amontonan mucho para poder trabajarlos bien";4;4;"Ningún comentario relevante";4;4;"Complejo y estimulante";4;4;0;"Ningún comentario";4;4;"Ningún comentario";4;4;Estimulante;4;4;Estimulante;4;4;"Aunque la mayoría de refranes son comunes, las barreras culturales (lenguaje y expresiones cotidianas) pueden afectar el desempeño";4;4;Estimulante;4;4;Estimulante;4;4;"Ejercicio estimulante";"Ajustar palabras y expresiones más universales para migrantes hispanohablantes";0;2
87;CPDC5727;"2022-08-03 11:45:31";4;0;"Porque estoy fuera de mi domicilio habitual y sólo dispongo aquí de movil";1;;2;"No es suficiente tiempo para hacer una valoracion";1;"La misma razón que en la anterior respuesta";0;1;4;4;4;Ninguno;4;3;;4;4;;4;4;;4;4;;2;4;"Particularmente el Simon siempre me ha atacado los nervios cuando jugaban mis niños";4;4;;1;4;1;;4;4;;4;4;;4;4;;3;4;;4;4;;4;4;;3;4;;"Quizá, sea por mi dispositivo, pero a veces da por terminado el ejercicio sin haberlo cocluido";0;2
88;CPDC6267;"2022-08-03 18:42:37";3;0;"Porque es el que manejo mejor ";1;;3;"Fui conociendo otras alternativas para usar  en la estimulación de la memoria";0;"Mejorar la atención ";0;0;0;4;2;"En general es un ejercicio  fácil no se nota tanto la diferencia entre niveles  ";4;2;"En general es un ejercicio  fácil no se nota tanto la diferencia entre niveles  ";4;2;"En general es un ejercicio  fácil no se nota tanto la diferencia entre niveles  ";4;2;;3;3;;2;2;"En los dos últimos niveles no son claras las  instrucciones y se hacían muy difíciles  ";2;2;"No utilizo este tipo de cartas  y se me dificulto la tarea un poco";2;2;1;"La ubicación de los objetos es muy precisa y era difícil ubicarlos ";4;2;"Hubo algunos errores en los niveles ";2;2;"No me gusto tanto este ejercicio ";4;2;"Muchas palabras en los últimos niveles  y poco tiempo";4;3;;2;2;"No estoy familiarizada con este tipo de cartas ";4;3;;4;3;;"Una explicación más clara y detallada de algunos ejercicios, por ejemplo  en las secuencias de cartas, simón últimos niveles , las escenas ";0;2
89;CPDC7284;"2022-08-03 18:56:58";2;2;"Me gusta mas, me siento mas cómoda.";1;;3;Atención;0;"En la atención en todo, cosa que antes no hacia.";0;1;3;4;4;"Sin comentarios. Buena.";4;4;"Sin comentarios. Buena.";4;4;"Sin comentarios. Buena.";4;4;"Sin comentarios. Buena.";4;4;"Sin comentarios. Buena.";2;4;"Sin comentarios Buena.";3;4;"Sin comentarios. Buena.";4;4;1;"Sin comentarios. Buena.";4;4;"Sin comentarios. Buena.";4;4;"Sin comentarios. Buena.";2;1;"Las primeras fases de 20 bien.   Las segundas de 30, deprimentes. Para tirar la toalla.";4;4;"Ninguna esta bien.";4;4;"Es para mi muy bueno, te obliga a prestar mucha  atención y estudiarlas cartas.";4;4;"Sin  comentarios, bueno.";4;4;"Esta muy bien, te obliga a fijarte y a pensar.Ninguna";Ninguna.;1;2
90;CPDC3753;"2022-08-04 00:13:12";3;2;"PARA MI ES MAS FACIL DE USAR";1;;2;"ME HA ECHO ESTAR MAS ATENTA Y PENSAR";0;"EN LA CONCENTRACION Y EN RECORDAR IMAGENES";0;1;4;4;4;"NINGUNA SUGERENCIA ME PARECE CORRECTO";4;4;"ME PARECE IMPORTANTE PORQUE HAY QUE PRESTAR MUCHA ATENCION ";4;4;NINGUNO;4;4;NINGUNO;4;4;"AL FINAL DE ESTE NIVEL ME RESULTA ALGO DIFICIL POR LA CANTIDAD DE IMAGENES";1;1;"NO ERA CAPAZ DE INTERPRETAR LOS SONIDOS ME HA RESULTADO DIFICIL";2;2;"AL PRINCIPIO BIEN PERO LUEGO SE COMPLICA CON EL NUMERO DE CARTAS NO CONSIGO RECORDARLAS";4;4;0;NINGUNO;4;4;NINGUNO;3;3;"AL PRINCIPIO ES FACIL PERO LUEGO SE ME COMPLICO QUIZAS PORQUE NO TENGO  TANTO VOCABULARIO";3;3;"PARA MI AL FINAL UN POCO DIFICIL PORQUE NO SE ME OCURRIAN MAS PALABRAS ";2;2;"NO CONOZCO MUCHOS REFRANES ASI QUE SE ME HA ECHO DIFICIL";1;1;"NO LO ENTENDIA BIEN";2;2;"QUIZAS HABRIA QUE EXPLICAR EN LOS SIGUIENTES NIVELES COMO SE REALIZA";1;1;"NO SE ME DA BIEN EL CALCULO MENTAL";NINGUNO;0;2
91;CPDC7233;"2022-08-04 17:52:07";2;2;"Su uso me resulta mas cómodo.";1;;2;;;;;1;3;3;0;"Me ha parecido demasiado fácil y sin diferencia entre los niveles";3;2;"Es un ejercicio sencillo, la dificultad en mi caso no estaba en el reconocimiento de las fichas sino en el manejo del ratón al clicar sobre la ficha.";3;1;"Muy parecido al ejercicio anterior";3;1;"Bien, correcto.";0;0;"No entiendo bien este ejercicio. No me ha gustado hacerlo, no encontraba bien el sentido al hacerlo, daba errores nada mas que descubrías alguna imagen, sin llegar a emparejarla. No sé si está bien diseñado.";3;3;"Los niveles bajos muy fáciles y los niveles altos bastante difíciles!";3;3;;2;3;;"Da errores al colocar las imágenes por una diferencia de 1cm. Creo que puede generar malestar.";3;1;"No he notado mucha diferencia de dificultad entre los distintos niveles. Es lento al marcar la palabra en la sopa de letras y da error si no empiezas marcando por orden desde la primera letra de la palabra.";3;2;;2;2;"Los niveles mas altos son difíciles, pedían muchas palabras.";3;2;"No he encontrado mucha diferencia entre los niveles. Algunos refranes yo los conocía con las palabras en otro orden.";3;2;"Me ha resultado fácil en cualquier nivel.";3;3;;3;3;;;;2
92;CPDC3411;"2022-08-04 18:59:17";4;2;"Porque en él veo mejor y de ""una vez"" todo";1;;4;"Digamos que me ""obliga"" y ""pica""";0;"No sé si habré mejorado, la verdad, pero lo que si me ha ayudado es a saber en qué cosas tengo más dolencias.";0;0;4;4;2;?;4;2;?;4;2;?;;2;?;4;2;?;4;2;?;4;2;?;4;2;1;?;4;2;?;4;2;?;4;2;?;4;2;?;4;2;?;4;2;?;4;2;"? ( Estas dos respuestas son siempre iguales porque, la verdad, no sabría decir si la progresión ha sido o no adecuada y, por tanto, no sabría dar una sugerencia o hacer un comentario.  ";"No sabría decir. A veces he tenido alguna dificultad para seguir, pero creo que era por la conexión de internet.  Ha sido una buena experiencia. Muchas gracias.";0;2
93;CPDC1414;"2022-08-05 13:29:09";3;2;"Me es más cómodo de manejar";1;;2;;0;"Cálculo y memoria visual";0;0;4;4;4;;4;3;"Es sencillo";4;4;;4;4;"Poner cuántas fichas quedan por rellenar";4;4;"No repasar las asociaciones de parejas tantas veces";4;4;;4;4;;4;4;;"Es muy escrito con la posición exacta de los objetos";4;4;"A veces cuando las terminaba todas no me saltaba el feedback";2;4;"Me ha resultado copmplicado";3;4;;4;4;;4;4;;4;4;;4;4;;;0;2
94;CPDC6259;"2022-08-05 18:49:18";4;1;"Porque no tengo otra cosa";1;;4;"Porque estoy más motivada";0;"Me siento muy satisfecha de hacer algo positivo ";0;0;0;4;4;;4;4;;4;4;;4;4;;2;2;;2;2;"Muy rápido damasiado";3;3;;4;4;1;"Me ha costado trabajo";4;4;"Me ha gustado ";4;4;"Me ha costado mucho trabajo";4;;"Igual que el anterior";4;;"Me ha gustado mucho pero yo creía que sabía todos pero no es asi";4;4;;4;4;;4;;;"Me ha costado entrar en el correo";0;2
95;CPDC3670;"2022-08-06 00:35:22";4;0;"Fácil  Movible";0;"Inglés on line";3;"Tiempo de entrega ";0;"Cálculo mental ";0;0;3;3;3;"Colorido intenso ";2;1;"Monótono y confusión de letras ";1;3;"Pq se confunden y la mirada tiene que estar muy concentrada ";4;3;"Es divertido y a veces he fallado ";4;3;"Muy pequeño el tamaño de niveles ultumos";4;;"A veces difícil de recordar ";4;4;"No me gustan las cartas ";3;3;;"Muy rápido la desaparición de los objetos ";3;4;"Cuesta encontrar todo ";3;3;"De los más difíciles para que haya éxito ";2;2;"Demasiado tiempo para el resultado ";2;3;"Interesante ";2;2;"Creo que no me salió bien. ";2;3;"Por colores lo supere";3;3;"De los números mejor no pude hacer  Me resulta compliu";"Tiempo acordado y explicaciones de los ejercicios ";0;2
96;CPDC7704;"2022-08-08 12:40:42";4;0;"El que más a mano tengo";1;;4;"Porque me obligaba a ejercitar la mente todos los días";0;"En la memoria y en la agilidad mental a la hora de realizar ciertas tareas";0;0;4;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;1;;4;4;;4;4;"Este es especialmente difícil para mi, pero tamb muy divertido";4;4;;4;4;;4;4;;4;4;;4;4;;"En algunos ejercicios se quedaba parado cuando lo terminaba y no te lo contaba en el progreso.";0;2
97;CPDC2546;"2022-08-08 13:00:13";3;2;"Facilidad de uso, mejor visibilidad, más seguridad cuando pulso botones.";0;"No recuerdo nombre pues lo he hecho de forma esporádica. ";2;"Ya tenía este hábito, pero con la plataforma mantengo el hábito ";0;"No tengo aspectos concretos en lis que fundamentar mi creencia de que estos ejercicios y otros similares me benefician. ";0;0;4;3;2;;3;2;;3;4;;2;2;;4;3;;2;2;;3;3;;1;2;0;;3;4;;2;3;;4;4;;3;3;;3;3;;3;2;;3;3;;;0;2
98;CPDC5705;"2022-08-08 13:10:07";3;0;"lo tengo más a mano";1;" ";4;"sin duda ayuda, noto más agilidad";0;"en recordar cosas, en más fluidez de lenguaje...";0;1;4;4;4;"está bien";4;4;bien;4;4;"me resultó más dificil";4;4;bien;2;2;"era más dificil. los dibujos algo antiguos. dificil hacer en elmovil ";4;4;bien;4;4;bien;4;4;0;b;4;4;bien;4;4;"bien  me costó entender instrucciones (quizás no leía despacio)";4;4;"me costó entender instrucciones (quizás no leía despacio";4;4;bien;4;4;bien;4;4;bien;4;4;bien;"quizás que sea más fácil de hacer en el móvil  otros colores y diseño más moderno?";0;2
99;CPDC1938;"2022-08-09 13:26:34";3;2;"Me resultaba más cómodo. Se veía mejor. Había algunos ejercicios que en el movil no se veían.";1;;2;"Un hábito no. Lo hacía todas las semanas porque me enviabáis un mail para recordármelo.";0;"Prestar más atención a las cosas, sobre todo a los detalles.";0;0;2;1;1;"En mi caso, me resultaba demasíado fácil";3;0;"No me ha parecido que haya demasiada progresión en la dificultad.";3;3;"Todo correcto.";2;1;"A lo mejor si se hace con distintos colores a medida que aumenta la dificultad, estaría mejor.";3;3;"Todo correcto en mi caso, quizás para personas con inicio de deterioro cognitivo, les puede resultar muy dificil.  Empezaría con menos fichas.";1;1;"No me ha gustado. No entendía bien cuándo tenía que repetir la secuencia y por ese motivo no me salía bien.";3;3;"Todo correcto.";2;3;1;"Lo considero un ejercicio bastante difícil.";3;3;"Todo correcto.";3;3;"Todo correcto.";3;1;"Demasiadas palabras, te acabas aburriendo. Además no me gusta el hecho de que sirva la misma palabra en singular y plural o femenino y masculino.";3;3;"Todo correcto.";3;3;"Todo correcto.";3;3;"Todo correcto.";3;3;"Me costó entenderlo al principio. Luego me gustó.";"Creo que hay ejercicios muy diferentes y eso está bien, pero algunos son demasiado difíciles, frente a otros que son excesivamente sencillos.";0;2
100;CPDC3951;"2022-08-09 14:01:22";4;0;"No tengo ordenador.";1;;1;;1;;0;0;4;4;4;;4;3;;4;3;;2;3;"Con móvil se realizan mal.";4;3;;1;1;;4;4;;4;4;1;;4;3;;2;2;;4;3;;3;3;;4;4;;3;3;;3;3;;;0;2
101;CPDC4554;"2022-08-09 17:26:12";3;2;"Se podía acceder mejor a los ejercicios. Con el móvil algunos no podía hacerlos";1;;2;;0;;0;1;4;4;4;;2;3;;2;3;;2;3;;1;2;;4;4;;4;4;;1;1;0;;2;3;;0;0;;1;1;;1;1;;3;3;;2;3;;2;3;;;0;2
102;CPDC8200;"2022-08-09 20:04:35";3;2;"Más fácil de visualizar. ";1;;2;;;;0;1;0;4;4;;4;4;;4;4;;4;4;;4;4;;0;0;"No ha funcionado.";4;4;;1;1;1;;4;4;;3;3;;3;3;;4;4;;4;4;;2;4;;4;4;;;0;2
103;CPDC2882;"2022-08-09 20:35:58";4;2;"Me encuentro mas comodo con el  ordenador que con el movil";1;;3;;0;;0;0;4;4;3;"Me parece muy sencillo ei identificar las figuras. Los colores y formas se ven con facilidad y es raro el equivocarte";4;4;"Este es algo mas dificil que el anterior, pero es muy entretenido y estimula mucho";4;4;"igual que el anterior me parece mucho mas interesante que el primero";4;4;"divertido y mantiene la atención para colocar las fichas con las figuras que muestra el patrón";4;4;"muy divertido, pero me equevocaba con facilidad";2;3;"me resultaba mas difícil que los anteriores, pero tambien es estimulante";4;4;"muy buena forma para activar la memoria";4;4;1;"es  divertido y lo mejor son la variedad de escenas";3;2;"en la sopa de letras me he encontrado varias veces letras en rojo dentro de la palabra correcta.";3;3;;1;3;;3;3;;4;4;"muy bueno, me ha gustado mucho el encontrar las progresiones";4;4;"igual que el anterior. Me gusta buscar las secuencias";4;4;;"No sabría decir que hacer para mejorarla. francamente me parece un estudio muy interesante y estupendo para conseguir que la memoria nos falle. gracias";0;2
104;CPDC8543;"2022-08-10 11:28:45";4;2;"Me es mucho más fácil su uso";1;;4;"Sin ejemplos como la plataforma es difícil adquirir habitos";0;"En la atención visual de las escenas cotidianas";0;0;4;4;2;"No veo diferencias de un nivel a otro";4;4;"Ninguno ";4;4;"Ninguno ";4;4;"Ninguno ";4;4;"La dificultad es mucha en los últimos niveles, muy buen ejercicio ";1;1;"No me quedaba claro cuando teinaba el ejercicio y empezaba la resolución ";4;4;"La dificultad aumenta bastante de un nivel a otro";4;4;0;"Es un ejercicio muy difícil ";4;4;"Ninguno ";4;4;;4;4;"Algunas palabras correctas no las reconocía el programa ";4;4;"Ninguno ";4;4;"Ninguno ";4;4;"Ninguno ";4;4;"Ninguno ";"Muy buena pero para personas con nivel alto de formación ";0;2
105;CPDC2285;"2022-08-10 12:49:35";2;0;"P no tener internet";1;;2;;1;"Que me entretiene un poco";0;;2;1;1;"Algunos no los comprendo muy bien";3;2;"Lo hago bastante regular.  Algunos no los entiendo .uy bien";4;4;Ninguna;4;4;"Es buena";1;1;"Los hago mal no entiendo.";1;1;;0;0;"No.acabo de entender";2;2;1;"A veces regular no retengo.a veces lo que veo";3;4;"A veces me queda alguna palabra";4;4;;3;4;;3;3;"A veces los más largos me cuesta un poco";0;0;"No entiendo muy bien";1;1;;2;2;"A veces me cuesta";;0;2
106;CPDC6693;"2022-08-10 15:39:35";4;0;"Es más asequible para mi ";1;;4;Entretenimiento;0;"Retención  de tareas";;0;0;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;;4;4;1;;4;4;;2;2;;2;2;;4;4;;4;4;;4;4;;0;0;;;0;2
